Sample	Project	Status	Disease	V_region	Platform	Region
ERR494388	ERP005509	healthy	health	v3	miseq	Subg
ERR494391	ERP005509	healthy	health	v3	miseq	Subg
ERR494394	ERP005509	healthy	health	v3	miseq	Subg
ERR494397	ERP005509	healthy	health	v3	miseq	Subg
ERR494400	ERP005509	healthy	health	v3	miseq	Subg
ERR494403	ERP005509	healthy	health	v3	miseq	Subg
ERR494406	ERP005509	healthy	health	v3	miseq	Subg
ERR494409	ERP005509	healthy	health	v3	miseq	Subg
ERR494412	ERP005509	healthy	health	v3	miseq	Subg
ERR494415	ERP005509	healthy	health	v3	miseq	Subg
ERR494418	ERP005509	healthy	health	v3	miseq	Subg
ERR494389	ERP005509	healthy	health	v3	miseq	Supra
ERR494392	ERP005509	healthy	health	v3	miseq	Supra
ERR494395	ERP005509	healthy	health	v3	miseq	Supra
ERR494398	ERP005509	healthy	health	v3	miseq	Supra
ERR494401	ERP005509	healthy	health	v3	miseq	Supra
ERR494404	ERP005509	healthy	health	v3	miseq	Supra
ERR494407	ERP005509	healthy	health	v3	miseq	Supra
ERR494410	ERP005509	healthy	health	v3	miseq	Supra
ERR494413	ERP005509	healthy	health	v3	miseq	Supra
ERR494416	ERP005509	healthy	health	v3	miseq	Supra
ERR494419	ERP005509	healthy	health	v3	miseq	Supra
SRR3745301	SRP077982	healthy	health	v4	miseq	Subg
SRR5178151	SRP077982	healthy	health	v4	miseq	Subg
SRR5178152	SRP077982	healthy	health	v4	miseq	Subg
SRR5178153	SRP077982	healthy	health	v4	miseq	Subg
SRR5178154	SRP077982	healthy	health	v4	miseq	Subg
SRR5178155	SRP077982	healthy	health	v4	miseq	Subg
SRR5178157	SRP077982	healthy	health	v4	miseq	Subg
SRR5178158	SRP077982	healthy	health	v4	miseq	Subg
SRR5178159	SRP077982	healthy	health	v4	miseq	Subg
SRR5178160	SRP077982	healthy	health	v4	miseq	Subg
SRR5178161	SRP077982	healthy	health	v4	miseq	Subg
SRR5178162	SRP077982	healthy	health	v4	miseq	Subg
SRR5178163	SRP077982	healthy	health	v4	miseq	Subg
SRR5178164	SRP077982	healthy	health	v4	miseq	Subg
SRR5178165	SRP077982	healthy	health	v4	miseq	Subg
SRR5178166	SRP077982	healthy	health	v4	miseq	Subg
SRR5178167	SRP077982	healthy	health	v4	miseq	Subg
SRR5178168	SRP077982	healthy	health	v4	miseq	Subg
SRR5178169	SRP077982	healthy	health	v4	miseq	Subg
SRR5178170	SRP077982	healthy	health	v4	miseq	Subg
SRR5178171	SRP077982	healthy	health	v4	miseq	Subg
DRR030443	DRP002688	healthy	health	v4	miseq	Supra
DRR030444	DRP002688	healthy	health	v4	miseq	Supra
DRR030445	DRP002688	healthy	health	v4	miseq	Supra
DRR030446	DRP002688	healthy	health	v4	miseq	Supra
DRR030447	DRP002688	healthy	health	v4	miseq	Supra
DRR030448	DRP002688	healthy	health	v4	miseq	Supra
DRR030449	DRP002688	healthy	health	v4	miseq	Supra
DRR030450	DRP002688	healthy	health	v4	miseq	Supra
DRR030451	DRP002688	healthy	health	v4	miseq	Supra
DRR030452	DRP002688	healthy	health	v4	miseq	Supra
DRR030453	DRP002688	healthy	health	v4	miseq	Supra
DRR030454	DRP002688	healthy	health	v4	miseq	Supra
DRR030455	DRP002688	healthy	health	v4	miseq	Supra
DRR030456	DRP002688	healthy	health	v4	miseq	Supra
DRR030457	DRP002688	healthy	health	v4	miseq	Supra
DRR030458	DRP002688	healthy	health	v4	miseq	Supra
DRR030459	DRP002688	healthy	health	v4	miseq	Supra
DRR030460	DRP002688	healthy	health	v4	miseq	Supra
DRR030461	DRP002688	healthy	health	v4	miseq	Supra
DRR030462	DRP002688	healthy	health	v4	miseq	Supra
DRR030463	DRP002688	healthy	health	v4	miseq	Supra
DRR030464	DRP002688	healthy	health	v4	miseq	Supra
DRR030465	DRP002688	healthy	health	v4	miseq	Supra
DRR030466	DRP002688	healthy	health	v4	miseq	Supra
DRR030467	DRP002688	healthy	health	v4	miseq	Supra
DRR030468	DRP002688	healthy	health	v4	miseq	Supra
DRR030469	DRP002688	healthy	health	v4	miseq	Supra
DRR030470	DRP002688	healthy	health	v4	miseq	Supra
DRR030471	DRP002688	healthy	health	v4	miseq	Supra
DRR030472	DRP002688	healthy	health	v4	miseq	Supra
DRR030473	DRP002688	healthy	health	v4	miseq	Supra
DRR030474	DRP002688	healthy	health	v4	miseq	Supra
DRR030475	DRP002688	healthy	health	v4	miseq	Supra
DRR030476	DRP002688	healthy	health	v4	miseq	Supra
DRR030477	DRP002688	healthy	health	v4	miseq	Supra
DRR030478	DRP002688	healthy	health	v4	miseq	Supra
DRR030479	DRP002688	healthy	health	v4	miseq	Supra
DRR030480	DRP002688	healthy	health	v4	miseq	Supra
DRR030481	DRP002688	healthy	health	v4	miseq	Supra
DRR030482	DRP002688	healthy	health	v4	miseq	Supra
DRR030483	DRP002688	healthy	health	v4	miseq	Supra
DRR030484	DRP002688	healthy	health	v4	miseq	Supra
DRR030485	DRP002688	healthy	health	v4	miseq	Supra
DRR030486	DRP002688	healthy	health	v4	miseq	Supra
DRR030487	DRP002688	healthy	health	v4	miseq	Supra
DRR030488	DRP002688	healthy	health	v4	miseq	Supra
DRR030489	DRP002688	healthy	health	v4	miseq	Supra
DRR030490	DRP002688	healthy	health	v4	miseq	Supra
DRR030491	DRP002688	healthy	health	v4	miseq	Supra
DRR030492	DRP002688	healthy	health	v4	miseq	Supra
DRR030493	DRP002688	healthy	health	v4	miseq	Supra
DRR030494	DRP002688	healthy	health	v4	miseq	Supra
DRR030495	DRP002688	healthy	health	v4	miseq	Supra
DRR030496	DRP002688	healthy	health	v4	miseq	Supra
DRR030497	DRP002688	healthy	health	v4	miseq	Supra
DRR030498	DRP002688	healthy	health	v4	miseq	Supra
DRR030499	DRP002688	healthy	health	v4	miseq	Supra
DRR030500	DRP002688	healthy	health	v4	miseq	Supra
DRR030501	DRP002688	healthy	health	v4	miseq	Supra
DRR030502	DRP002688	healthy	health	v4	miseq	Supra
DRR030503	DRP002688	healthy	health	v4	miseq	Supra
DRR030504	DRP002688	healthy	health	v4	miseq	Supra
DRR030505	DRP002688	healthy	health	v4	miseq	Supra
DRR030506	DRP002688	healthy	health	v4	miseq	Supra
DRR030507	DRP002688	healthy	health	v4	miseq	Supra
DRR030508	DRP002688	healthy	health	v4	miseq	Supra
DRR030509	DRP002688	healthy	health	v4	miseq	Supra
DRR030510	DRP002688	healthy	health	v4	miseq	Supra
DRR030511	DRP002688	healthy	health	v4	miseq	Supra
DRR030512	DRP002688	healthy	health	v4	miseq	Supra
DRR030513	DRP002688	healthy	health	v4	miseq	Supra
DRR030514	DRP002688	healthy	health	v4	miseq	Supra
DRR030515	DRP002688	healthy	health	v4	miseq	Supra
DRR030516	DRP002688	healthy	health	v4	miseq	Supra
DRR030517	DRP002688	healthy	health	v4	miseq	Supra
DRR030518	DRP002688	healthy	health	v4	miseq	Supra
DRR030519	DRP002688	healthy	health	v4	miseq	Supra
DRR030520	DRP002688	healthy	health	v4	miseq	Supra
DRR030521	DRP002688	healthy	health	v4	miseq	Supra
DRR030522	DRP002688	healthy	health	v4	miseq	Supra
DRR030523	DRP002688	healthy	health	v4	miseq	Supra
DRR030524	DRP002688	healthy	health	v4	miseq	Supra
DRR030525	DRP002688	healthy	health	v4	miseq	Supra
DRR030526	DRP002688	healthy	health	v4	miseq	Supra
DRR030527	DRP002688	healthy	health	v4	miseq	Supra
DRR030528	DRP002688	healthy	health	v4	miseq	Supra
DRR030529	DRP002688	healthy	health	v4	miseq	Supra
DRR030530	DRP002688	healthy	health	v4	miseq	Supra
DRR030531	DRP002688	healthy	health	v4	miseq	Supra
DRR030532	DRP002688	healthy	health	v4	miseq	Supra
DRR030533	DRP002688	healthy	health	v4	miseq	Supra
DRR030534	DRP002688	healthy	health	v4	miseq	Supra
DRR030535	DRP002688	healthy	health	v4	miseq	Supra
DRR030536	DRP002688	healthy	health	v4	miseq	Supra
DRR030537	DRP002688	healthy	health	v4	miseq	Supra
DRR030538	DRP002688	healthy	health	v4	miseq	Supra
DRR030539	DRP002688	healthy	health	v4	miseq	Supra
DRR030540	DRP002688	healthy	health	v4	miseq	Supra
DRR030541	DRP002688	healthy	health	v4	miseq	Supra
DRR030542	DRP002688	healthy	health	v4	miseq	Supra
DRR030543	DRP002688	healthy	health	v4	miseq	Supra
DRR030544	DRP002688	healthy	health	v4	miseq	Supra
DRR030545	DRP002688	healthy	health	v4	miseq	Supra
DRR030546	DRP002688	healthy	health	v4	miseq	Supra
DRR030547	DRP002688	healthy	health	v4	miseq	Supra
DRR030548	DRP002688	healthy	health	v4	miseq	Supra
DRR030549	DRP002688	healthy	health	v4	miseq	Supra
DRR030550	DRP002688	healthy	health	v4	miseq	Supra
DRR030551	DRP002688	healthy	health	v4	miseq	Supra
DRR030552	DRP002688	healthy	health	v4	miseq	Supra
DRR030553	DRP002688	healthy	health	v4	miseq	Supra
DRR030554	DRP002688	healthy	health	v4	miseq	Supra
DRR030555	DRP002688	healthy	health	v4	miseq	Supra
DRR030556	DRP002688	healthy	health	v4	miseq	Supra
DRR030557	DRP002688	healthy	health	v4	miseq	Supra
DRR030558	DRP002688	healthy	health	v4	miseq	Supra
DRR030559	DRP002688	healthy	health	v4	miseq	Supra
DRR030560	DRP002688	healthy	health	v4	miseq	Supra
DRR030561	DRP002688	healthy	health	v4	miseq	Supra
DRR030562	DRP002688	healthy	health	v4	miseq	Supra
DRR030563	DRP002688	healthy	health	v4	miseq	Supra
DRR030564	DRP002688	healthy	health	v4	miseq	Supra
DRR030565	DRP002688	healthy	health	v4	miseq	Supra
DRR030566	DRP002688	healthy	health	v4	miseq	Supra
DRR030567	DRP002688	healthy	health	v4	miseq	Supra
DRR030568	DRP002688	healthy	health	v4	miseq	Supra
DRR030569	DRP002688	healthy	health	v4	miseq	Supra
DRR030570	DRP002688	healthy	health	v4	miseq	Supra
DRR030571	DRP002688	healthy	health	v4	miseq	Supra
DRR030572	DRP002688	healthy	health	v4	miseq	Supra
DRR030573	DRP002688	healthy	health	v4	miseq	Supra
DRR030574	DRP002688	healthy	health	v4	miseq	Supra
DRR030575	DRP002688	healthy	health	v4	miseq	Supra
DRR030576	DRP002688	healthy	health	v4	miseq	Supra
DRR030577	DRP002688	healthy	health	v4	miseq	Supra
DRR030578	DRP002688	healthy	health	v4	miseq	Supra
DRR030579	DRP002688	healthy	health	v4	miseq	Supra
DRR030580	DRP002688	healthy	health	v4	miseq	Supra
DRR030581	DRP002688	healthy	health	v4	miseq	Supra
DRR030582	DRP002688	healthy	health	v4	miseq	Supra
DRR030583	DRP002688	healthy	health	v4	miseq	Supra
DRR030584	DRP002688	healthy	health	v4	miseq	Supra
DRR030585	DRP002688	healthy	health	v4	miseq	Supra
DRR030586	DRP002688	healthy	health	v4	miseq	Supra
DRR030587	DRP002688	healthy	health	v4	miseq	Supra
DRR030588	DRP002688	healthy	health	v4	miseq	Supra
DRR030589	DRP002688	healthy	health	v4	miseq	Supra
DRR030590	DRP002688	healthy	health	v4	miseq	Supra
DRR030591	DRP002688	healthy	health	v4	miseq	Supra
DRR030592	DRP002688	healthy	health	v4	miseq	Supra
DRR030593	DRP002688	healthy	health	v4	miseq	Supra
DRR030594	DRP002688	healthy	health	v4	miseq	Supra
DRR030595	DRP002688	healthy	health	v4	miseq	Supra
DRR030596	DRP002688	healthy	health	v4	miseq	Supra
DRR030597	DRP002688	healthy	health	v4	miseq	Supra
DRR030598	DRP002688	healthy	health	v4	miseq	Supra
DRR030599	DRP002688	healthy	health	v4	miseq	Supra
DRR030600	DRP002688	healthy	health	v4	miseq	Supra
DRR030601	DRP002688	healthy	health	v4	miseq	Supra
DRR030602	DRP002688	healthy	health	v4	miseq	Supra
DRR030603	DRP002688	healthy	health	v4	miseq	Supra
DRR030604	DRP002688	healthy	health	v4	miseq	Supra
DRR030605	DRP002688	healthy	health	v4	miseq	Supra
DRR030606	DRP002688	healthy	health	v4	miseq	Supra
DRR030607	DRP002688	healthy	health	v4	miseq	Supra
DRR030608	DRP002688	healthy	health	v4	miseq	Supra
DRR030609	DRP002688	healthy	health	v4	miseq	Supra
DRR030610	DRP002688	healthy	health	v4	miseq	Supra
DRR030611	DRP002688	healthy	health	v4	miseq	Supra
DRR030612	DRP002688	healthy	health	v4	miseq	Supra
DRR060269	DRP003793	healthy	health	v4	miseq	Supra
DRR060270	DRP003793	healthy	health	v4	miseq	Supra
DRR060271	DRP003793	healthy	health	v4	miseq	Supra
DRR060272	DRP003793	healthy	health	v4	miseq	Supra
DRR060273	DRP003793	healthy	health	v4	miseq	Supra
DRR060274	DRP003793	healthy	health	v4	miseq	Supra
DRR060275	DRP003793	healthy	health	v4	miseq	Supra
DRR060276	DRP003793	healthy	health	v4	miseq	Supra
DRR060277	DRP003793	healthy	health	v4	miseq	Supra
DRR060278	DRP003793	healthy	health	v4	miseq	Supra
DRR060279	DRP003793	healthy	health	v4	miseq	Supra
DRR060280	DRP003793	healthy	health	v4	miseq	Supra
DRR060281	DRP003793	healthy	health	v4	miseq	Supra
DRR060282	DRP003793	healthy	health	v4	miseq	Supra
DRR060283	DRP003793	healthy	health	v4	miseq	Supra
DRR060284	DRP003793	healthy	health	v4	miseq	Supra
DRR060285	DRP003793	healthy	health	v4	miseq	Supra
DRR060286	DRP003793	healthy	health	v4	miseq	Supra
DRR060287	DRP003793	healthy	health	v4	miseq	Supra
DRR060288	DRP003793	healthy	health	v4	miseq	Supra
DRR060289	DRP003793	healthy	health	v4	miseq	Supra
DRR060290	DRP003793	healthy	health	v4	miseq	Supra
DRR060291	DRP003793	healthy	health	v4	miseq	Supra
DRR060292	DRP003793	healthy	health	v4	miseq	Supra
DRR060293	DRP003793	healthy	health	v4	miseq	Supra
DRR060294	DRP003793	healthy	health	v4	miseq	Supra
DRR060295	DRP003793	healthy	health	v4	miseq	Supra
DRR060296	DRP003793	healthy	health	v4	miseq	Supra
DRR060297	DRP003793	healthy	health	v4	miseq	Supra
DRR060298	DRP003793	healthy	health	v4	miseq	Supra
DRR060299	DRP003793	healthy	health	v4	miseq	Supra
DRR060300	DRP003793	healthy	health	v4	miseq	Supra
DRR060301	DRP003793	healthy	health	v4	miseq	Supra
DRR060302	DRP003793	healthy	health	v4	miseq	Supra
DRR060303	DRP003793	healthy	health	v4	miseq	Supra
DRR060304	DRP003793	healthy	health	v4	miseq	Supra
DRR060305	DRP003793	healthy	health	v4	miseq	Supra
DRR060306	DRP003793	healthy	health	v4	miseq	Supra
DRR060307	DRP003793	healthy	health	v4	miseq	Supra
DRR060308	DRP003793	healthy	health	v4	miseq	Supra
DRR060309	DRP003793	healthy	health	v4	miseq	Supra
DRR060310	DRP003793	healthy	health	v4	miseq	Supra
DRR060311	DRP003793	healthy	health	v4	miseq	Supra
DRR060312	DRP003793	healthy	health	v4	miseq	Supra
DRR060313	DRP003793	healthy	health	v4	miseq	Supra
DRR060314	DRP003793	healthy	health	v4	miseq	Supra
DRR060315	DRP003793	healthy	health	v4	miseq	Supra
DRR060316	DRP003793	healthy	health	v4	miseq	Supra
DRR060317	DRP003793	healthy	health	v4	miseq	Supra
DRR060318	DRP003793	healthy	health	v4	miseq	Supra
DRR060319	DRP003793	healthy	health	v4	miseq	Supra
DRR060320	DRP003793	healthy	health	v4	miseq	Supra
DRR060321	DRP003793	healthy	health	v4	miseq	Supra
DRR060322	DRP003793	healthy	health	v4	miseq	Supra
DRR060323	DRP003793	healthy	health	v4	miseq	Supra
DRR060324	DRP003793	healthy	health	v4	miseq	Supra
DRR060325	DRP003793	healthy	health	v4	miseq	Supra
DRR060326	DRP003793	healthy	health	v4	miseq	Supra
DRR060327	DRP003793	healthy	health	v4	miseq	Supra
DRR060328	DRP003793	healthy	health	v4	miseq	Supra
DRR060329	DRP003793	healthy	health	v4	miseq	Supra
DRR060330	DRP003793	healthy	health	v4	miseq	Supra
DRR060331	DRP003793	healthy	health	v4	miseq	Supra
DRR060332	DRP003793	healthy	health	v4	miseq	Supra
DRR060333	DRP003793	healthy	health	v4	miseq	Supra
DRR060334	DRP003793	healthy	health	v4	miseq	Supra
DRR050763	DRP003098	healthy	health	v4	miseq	Supra
DRR050764	DRP003098	healthy	health	v4	miseq	Supra
DRR050765	DRP003098	healthy	health	v4	miseq	Supra
DRR050766	DRP003098	healthy	health	v4	miseq	Supra
DRR050767	DRP003098	healthy	health	v4	miseq	Supra
DRR050768	DRP003098	healthy	health	v4	miseq	Supra
DRR050769	DRP003098	healthy	health	v4	miseq	Supra
DRR050770	DRP003098	healthy	health	v4	miseq	Supra
DRR050771	DRP003098	healthy	health	v4	miseq	Supra
DRR050772	DRP003098	healthy	health	v4	miseq	Supra
DRR050773	DRP003098	healthy	health	v4	miseq	Supra
DRR050774	DRP003098	healthy	health	v4	miseq	Supra
DRR050775	DRP003098	healthy	health	v4	miseq	Supra
DRR050776	DRP003098	healthy	health	v4	miseq	Supra
DRR050777	DRP003098	healthy	health	v4	miseq	Supra
DRR050778	DRP003098	healthy	health	v4	miseq	Supra
DRR050779	DRP003098	healthy	health	v4	miseq	Supra
DRR050780	DRP003098	healthy	health	v4	miseq	Supra
DRR050781	DRP003098	healthy	health	v4	miseq	Supra
DRR050782	DRP003098	healthy	health	v4	miseq	Supra
DRR050783	DRP003098	healthy	health	v4	miseq	Supra
DRR050784	DRP003098	healthy	health	v4	miseq	Supra
DRR050785	DRP003098	healthy	health	v4	miseq	Supra
DRR050786	DRP003098	healthy	health	v4	miseq	Supra
DRR050787	DRP003098	healthy	health	v4	miseq	Supra
DRR050788	DRP003098	healthy	health	v4	miseq	Supra
DRR050789	DRP003098	healthy	health	v4	miseq	Supra
DRR050790	DRP003098	healthy	health	v4	miseq	Supra
DRR050791	DRP003098	healthy	health	v4	miseq	Supra
DRR050792	DRP003098	healthy	health	v4	miseq	Supra
DRR050793	DRP003098	healthy	health	v4	miseq	Supra
DRR050794	DRP003098	healthy	health	v4	miseq	Supra
DRR050795	DRP003098	healthy	health	v4	miseq	Supra
DRR050796	DRP003098	healthy	health	v4	miseq	Supra
DRR050797	DRP003098	healthy	health	v4	miseq	Supra
DRR050798	DRP003098	healthy	health	v4	miseq	Supra
DRR050799	DRP003098	healthy	health	v4	miseq	Supra
DRR050800	DRP003098	healthy	health	v4	miseq	Supra
DRR050801	DRP003098	healthy	health	v4	miseq	Supra
DRR050802	DRP003098	healthy	health	v4	miseq	Supra
DRR050803	DRP003098	healthy	health	v4	miseq	Supra
DRR050804	DRP003098	healthy	health	v4	miseq	Supra
DRR050805	DRP003098	healthy	health	v4	miseq	Supra
DRR050806	DRP003098	healthy	health	v4	miseq	Supra
DRR050807	DRP003098	healthy	health	v4	miseq	Supra
DRR050808	DRP003098	healthy	health	v4	miseq	Supra
DRR050809	DRP003098	healthy	health	v4	miseq	Supra
DRR050810	DRP003098	healthy	health	v4	miseq	Supra
DRR050811	DRP003098	healthy	health	v4	miseq	Supra
DRR050812	DRP003098	healthy	health	v4	miseq	Supra
DRR050813	DRP003098	healthy	health	v4	miseq	Supra
DRR050814	DRP003098	healthy	health	v4	miseq	Supra
DRR050815	DRP003098	healthy	health	v4	miseq	Supra
DRR050816	DRP003098	healthy	health	v4	miseq	Supra
DRR050817	DRP003098	healthy	health	v4	miseq	Supra
DRR050818	DRP003098	healthy	health	v4	miseq	Supra
DRR050819	DRP003098	healthy	health	v4	miseq	Supra
DRR050820	DRP003098	healthy	health	v4	miseq	Supra
DRR050821	DRP003098	healthy	health	v4	miseq	Supra
DRR050822	DRP003098	healthy	health	v4	miseq	Supra
DRR050823	DRP003098	healthy	health	v4	miseq	Supra
DRR050824	DRP003098	healthy	health	v4	miseq	Supra
DRR050825	DRP003098	healthy	health	v4	miseq	Supra
DRR050826	DRP003098	healthy	health	v4	miseq	Supra
DRR050827	DRP003098	healthy	health	v4	miseq	Supra
DRR050828	DRP003098	healthy	health	v4	miseq	Supra
DRR050829	DRP003098	healthy	health	v4	miseq	Supra
DRR050830	DRP003098	healthy	health	v4	miseq	Supra
DRR050831	DRP003098	healthy	health	v4	miseq	Supra
DRR050832	DRP003098	healthy	health	v4	miseq	Supra
DRR050833	DRP003098	healthy	health	v4	miseq	Supra
DRR050834	DRP003098	healthy	health	v4	miseq	Supra
DRR050835	DRP003098	healthy	health	v4	miseq	Supra
DRR050836	DRP003098	healthy	health	v4	miseq	Supra
DRR050837	DRP003098	healthy	health	v4	miseq	Supra
DRR050838	DRP003098	healthy	health	v4	miseq	Supra
DRR050839	DRP003098	healthy	health	v4	miseq	Supra
DRR050840	DRP003098	healthy	health	v4	miseq	Supra
DRR050841	DRP003098	healthy	health	v4	miseq	Supra
DRR050842	DRP003098	healthy	health	v4	miseq	Supra
DRR050843	DRP003098	healthy	health	v4	miseq	Supra
DRR050844	DRP003098	healthy	health	v4	miseq	Supra
DRR050845	DRP003098	healthy	health	v4	miseq	Supra
DRR050846	DRP003098	healthy	health	v4	miseq	Supra
DRR050847	DRP003098	healthy	health	v4	miseq	Supra
